(32, 32)
(64, 64)
('Consistency check, these numbers should be small:', (1.0865634669253823e-14+0j))
         125520 function calls (121510 primitive calls) in 2.512 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyassem.py:11(FlowGraph)
        1    0.000    0.000    0.000    0.000 patches.py:1115(Ellipse)
        1    0.000    0.000    0.000    0.000 __init__.py:25(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 ticker.py:176(Formatter)
        1    0.000    0.000    0.000    0.000 colors.py:236(ColorConverter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:992(resetCache)
        1    0.000    0.000    0.000    0.000 xmlreader.py:276(AttributesImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2334(Or)
        1    0.000    0.000    0.000    0.000 cbook.py:870(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:785(Normalize)
        1    0.000    0.000    0.000    0.000 geo.py:302(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2257(setResultsName)
        1    0.000    0.000    0.000    0.000 xmlreader.py:341(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 ticker.py:703(EngFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:924(get_backend)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 info.py:95(<module>)
        6    0.000    0.000    0.000    0.000 ast.py:361(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:181(Slider)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 dates.py:512(DateLocator)
        1    0.000    0.000    0.000    0.000 transformer.py:781(atom_name)
        1    0.000    0.000    0.000    0.000 gridspec.py:182(GridSpec)
        1    0.000    0.000    0.000    0.000 patches.py:2800(_Base)
        1    0.000    0.000    0.000    0.000 npyio.py:126(NpzFile)
        1    0.000    0.000    0.000    0.000 py3k.py:47(isfileobj)
        1    0.000    0.000    0.000    0.000 patches.py:717(PathPatch)
        1    0.000    0.000    0.000    0.000 tz.py:31(tzutc)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 urllib2.py:753(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2791(Scale)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 geo.py:486(InvertedMollweideTransform)
       40    0.000    0.000    0.000    0.000 {id}
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 random.py:649(WichmannHill)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:191(tzfile)
        1    0.000    0.000    0.000    0.000 linalg.py:151(_assertRank2)
        1    0.000    0.000    0.000    0.000 ticker.py:789(Locator)
        3    0.000    0.000    0.000    0.000 _cm.py:88(get_color_function)
        1    0.000    0.000    0.000    0.000 legend_handler.py:394(__init__)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:462(AxisMenu)
        1    0.000    0.000    0.001    0.001 textwrap.py:331(fill)
        1    0.000    0.000    0.000    0.000 core.py:5876(__init__)
        1    0.000    0.000    0.000    0.000 dates.py:1112(DateConverter)
        1    0.000    0.000    0.000    0.000 Dialog.py:12(Dialog)
        1    0.000    0.000    0.000    0.000 ticker.py:1243(LogLocator)
        1    0.000    0.000    0.000    0.000 info.py:45(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:629(_iterinfo)
        1    0.000    0.000    0.000    0.000 transforms.py:1958(CompositeAffine2D)
        6    0.000    0.000    0.000    0.000 utils.py:1017(visitConst)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 core.py:2471(MaskedIterator)
        1    0.000    0.000    0.000    0.000 mathtext.py:293(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 visitor.py:6(ASTVisitor)
        1    0.000    0.000    0.000    0.000 ticker.py:243(FixedFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:791(AsteriskPolygonCollection)
        1    0.000    0.000    0.001    0.001 transformer.py:751(atom_lbrace)
        1    0.000    0.000    0.000    0.000 __init__.py:80(get_projection_names)
        3    0.000    0.000    0.000    0.000 core.py:736(__init__)
        1    0.000    0.000    0.000    0.000 info.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:70(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:354(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:578(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 Tkinter.py:296(IntVar)
        1    0.000    0.000    0.000    0.000 function_base.py:1706(vectorize)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 ticker.py:552(LogFormatter)
        1    0.000    0.000    0.000    0.000 colorbar.py:705(Colorbar)
        1    0.000    0.000    0.000    0.000 widgets.py:19(LockDraw)
        1    0.000    0.000    0.000    0.000 mathtext.py:1713(GlueSpec)
        1    0.000    0.000    0.000    0.000 pycodegen.py:68(AbstractCompileMode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1573(Word)
        1    0.000    0.000    0.000    0.000 info.py:88(<module>)
        1    0.000    0.000    0.000    0.000 info.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:492(DrawingArea)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1758(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2914(Combine)
        1    0.000    0.000    0.000    0.000 tz.py:475(tzrange)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 info.py:210(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1701(Regex)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2454(Each)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1278(MouseEvent)
        1    0.000    0.000    0.000    0.000 core.py:2401(_arraymethod)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 urllib2.py:311(OpenerDirector)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 ast.py:585(GenExpr)
        1    0.000    0.000    0.000    0.000 __init__.py:5(ProjectionRegistry)
        1    0.000    0.000    0.000    0.000 offsetbox.py:768(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 pyassem.py:165(Block)
        1    0.000    0.000    0.000    0.000 __init__.py:196(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:410(PaddedBox)
        1    0.000    0.000    0.000    0.000 info.py:67(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:54(tzoffset)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 info.py:9(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1169(LocationEvent)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:53(LinearScale)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 info.py:175(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:7(TriContourSet)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 _datasource.py:482(Repository)
        1    0.000    0.000    0.000    0.000 info.py:50(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2890(_Curve)
        1    0.000    0.000    0.000    0.000 random.py:799(SystemRandom)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2086(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:120(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:195(MathtextBackendAggRender)
        1    0.000    0.000    0.000    0.000 syntax.py:19(SyntaxErrorChecker)
        4    0.000    0.000    0.000    0.000 core.py:2443(__get__)
        1    0.000    0.000    0.000    0.000 cbook.py:1426(Grouper)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1469(DraggableBase)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3239(Image)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 transforms.py:2203(TransformedPath)
        1    0.000    0.000    0.000    0.000 collections.py:955(CircleCollection)
        1    0.000    0.000    0.000    0.000 info.py:247(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 widgets.py:897(SpanSelector)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1498(YView)
        1    0.000    0.000    0.000    0.000 widgets.py:68(Button)
        1    0.000    0.000    0.000    0.000 mlab.py:804(PCA)
        1    0.000    0.000    0.000    0.000 collections.py:677(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 info.py:349(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1059(HTTP)
        3    0.000    0.000    0.000    0.000 _inspect.py:159(<lambda>)
        1    0.000    0.000    0.000    0.000 scale.py:13(ScaleBase)
        1    0.000    0.000    0.000    0.000 cbook.py:1140(Stack)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2764(Radiobutton)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 blocking_input.py:286(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 __init__.py:209(set_fileo)
        1    0.000    0.000    0.000    0.000 units.py:113(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:35(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 info.py:170(<module>)
        1    0.000    0.000    0.000    0.000 core.py:5864(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:105(validate_backend)
        1    0.000    0.000    0.000    0.000 extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2997(OnlyOnce)
        1    0.000    0.000    0.000    0.000 ticker.py:140(DummyAxis)
        1    0.000    0.000    0.000    0.000 widgets.py:736(Cursor)
        1    0.000    0.000    0.000    0.000 transforms.py:2027(BboxTransform)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
        1    0.000    0.000    0.000    0.000 units.py:68(ConversionInterface)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2959(__init__)
        1    0.000    0.000    0.000    0.000 urllib2.py:1090(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 figure.py:41(AxesStack)
        1    0.000    0.000    0.000    0.000 geo.py:381(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 linalg.py:66(_makearray)
        1    0.000    0.000    0.000    0.000 rcsetup.py:45(__call__)
        2    0.000    0.000    0.000    0.000 linalg.py:71(isComplexType)
        1    0.000    0.000    0.000    0.000 patches.py:986(YAArrow)
        5    0.000    0.000    0.000    0.000 sre_parse.py:206(tell)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 legend_handler.py:39(HandlerBase)
        1    0.000    0.000    0.000    0.000 __init__.py:26(get_projection_names)
        1    0.000    0.000    0.000    0.000 relativedelta.py:15(weekday)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2626(NotAny)
        1    0.000    0.000    0.000    0.000 cbook.py:832(Null)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2778(SkipTo)
        1    0.000    0.000    0.000    0.000 rrule.py:82(rrulebase)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2824(Scrollbar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1217(Node)
        1    0.000    0.000    0.004    0.004 pyparsing.py:3323(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 info.py:167(<module>)
        1    0.000    0.000    0.000    0.000 info.py:44(<module>)
        1    0.000    0.000    0.000    0.000 info.py:18(<module>)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 interpolate.py:36(LinearInterpolator)
        1    0.000    0.000    0.000    0.000 arrayprint.py:523(FloatFormat)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:123(DictWriter)
        1    0.000    0.000    0.000    0.000 patches.py:2429(Arc3)
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 urllib2.py:493(BaseHandler)
        1    0.000    0.000    0.000    0.000 httplib.py:218(HTTPMessage)
        1    0.000    0.000    0.000    0.000 widgets.py:601(SubplotTool)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1424(GenExprCodeGenerator)
        1    0.000    0.000    0.000    0.000 mlab.py:2382(FormatFloat)
        1    0.000    0.000    0.000    0.000 transforms.py:2111(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:18(Filter)
        1    0.000    0.000    0.000    0.000 legend_handler.py:289(HandlerRegularPolyCollection)
        1    0.000    0.000    0.000    0.000 mathtext.py:1794(Kern)
        1    0.000    0.000    0.000    0.000 core.py:5807(_extrema_operation)
        1    0.000    0.000    0.000    0.000 ast.py:1155(Set)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1575(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 ticker.py:1556(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 core.py:2252(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 mathtext.py:1368(Accent)
        1    0.000    0.000    0.000    0.000 cbook.py:44(converter)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1309(ExpressionCodeGenerator)
        1    0.000    0.000    0.000    0.000 _datasource.py:47(_FileOpeners)
        1    0.000    0.000    0.000    0.000 decimal.py:161(DecimalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2954(Dict)
        1    0.000    0.000    0.000    0.000 extras.py:222(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1874(CharsNotIn)
        1    0.000    0.000    0.000    0.000 symbols.py:181(GenExprScope)
        1    0.000    0.000    0.000    0.000 mathtext.py:1865(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 ast.py:502(For)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 urllib2.py:1420(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 dviread.py:627(PsfontsMap)
        1    0.000    0.000    0.000    0.000 mathtext.py:1397(List)
        1    0.000    0.000    0.000    0.000 figure.py:118(SubplotParams)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2612(FollowedBy)
        1    0.000    0.000    0.000    0.000 patches.py:1802(RArrow)
        1    0.000    0.000    0.000    0.000 pickle.py:58(PickleError)
        1    0.000    0.000    0.000    0.000 core.py:5918(_frommethod)
        1    0.000    0.000    0.000    0.000 legend_handler.py:576(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:97(_Deprecate)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2759(Message)
        1    0.000    0.000    0.000    0.000 mathtext.py:378(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 ticker.py:991(Base)
        1    0.000    0.000    0.000    0.000 mathtext.py:252(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 patches.py:3100(CurveFilledA)
        1    0.000    0.000    0.000    0.000 urllib2.py:710(ProxyHandler)
        2    0.000    0.000    0.000    0.000 core.py:795(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1824(Round)
        1    0.000    0.000    0.000    0.000 pycodegen.py:134(LocalNameFinder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1537(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 typeconv.py:51(_oldtypecodes)
        1    0.000    0.000    0.000    0.000 ast.py:68(And)
        1    0.000    0.000    0.000    0.000 gridspec.py:348(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1425(NoMatch)
        1    0.000    0.000    0.000    0.000 info.py:87(<module>)
        1    0.000    0.000    0.000    0.000 Tkinter.py:321(DoubleVar)
        1    0.000    0.000    0.000    0.000 Tkinter.py:274(StringVar)
        1    0.000    0.000    0.000    0.000 ast.py:38(Expression)
        1    0.000    0.000    0.000    0.000 transformer.py:741(atom_lpar)
        1    0.000    0.000    0.000    0.000 ast.py:855(ListCompFor)
        1    0.000    0.000    0.000    0.000 transformer.py:584(testlist_comp)
        1    0.000    0.000    0.000    0.000 patches.py:2346(SimpleEvent)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 mathtext.py:321(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 info.py:104(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1030(MultipleLocator)
        1    0.000    0.000    0.000    0.000 geo.py:22(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 collections.py:1070(PatchCollection)
        1    0.000    0.000    0.000    0.000 dviread.py:384(DviFont)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3359(BitmapImage)
        1    0.000    0.000    0.000    0.000 utils.py:1394(WarningManager)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2754(Menubutton)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2102(StringEnd)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        1    0.000    0.000    0.000    0.000 info.py:135(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1559(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 dates.py:940(DayLocator)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1457(CallWrapper)
        1    0.000    0.000    0.000    0.000 Image.py:407(_E)
        1    0.000    0.000    0.000    0.000 future.py:16(FutureParser)
        1    0.000    0.000    0.000    0.000 scale.py:186(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 patches.py:2509(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:3431(Fancy)
        1    0.000    0.000    0.000    0.000 info.py:23(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:461(Exec)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2058(LineEnd)
        1    0.000    0.000    0.000    0.000 dates.py:994(SecondLocator)
        2    0.000    0.000    0.000    0.000 pyparsing.py:349(__iter__)
        1    0.000    0.000    0.000    0.000 polar.py:188(RadialLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:9(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2988(Suppress)
        1    0.000    0.000    0.000    0.000 csv.py:162(Sniffer)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 fftpack.py:794(ifft2)
        1    0.000    0.000    0.000    0.000 ticker.py:920(LinearLocator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2945(Group)
        1    0.000    0.000    0.000    0.000 offsetbox.py:245(PackerBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2702(OneOrMore)
        1    0.000    0.000    0.000    0.000 threading.py:549(_Event)
        1    0.000    0.000    0.000    0.000 widgets.py:822(MultiCursor)
        1    0.000    0.000    0.000    0.000 ast.py:1339(UnarySub)
        1    0.000    0.000    0.000    0.000 patches.py:2467(Angle3)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:140(ModeFilter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1442(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2084(StringStart)
        1    0.000    0.000    0.000    0.000 ast.py:818(List)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3748(Studbutton)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2010(GoToColumn)
        1    0.000    0.000    0.000    0.000 contour.py:34(ClabelText)
        1    0.000    0.000    0.000    0.000 colors.py:1109(LightSource)
        1    0.000    0.000    0.000    0.000 mathtext.py:1250(Box)
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 threading.py:539(Event)
        1    0.000    0.000    0.000    0.000 info.py:14(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2951(postParse)
        1    0.000    0.000    0.000    0.000 arrayprint.py:655(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 httplib.py:1155(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 backend_bases.py:63(ShowBase)
        1    0.000    0.000    0.000    0.000 scale.py:198(LogTransform)
        1    0.000    0.000    0.000    0.000 ast.py:310(Class)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2903(Upcase)
        1    0.000    0.000    0.000    0.000 mathtext.py:1643(Rule)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 info.py:30(<module>)
        2    0.000    0.000    0.000    0.000 mlab.py:2372(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 lines.py:1094(VertexSelector)
        1    0.000    0.000    0.000    0.000 patches.py:3022(Curve)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2499(Frame)
        1    0.000    0.000    0.000    0.000 urllib2.py:1102(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 mathtext.py:1290(Char)
        1    0.000    0.000    0.000    0.000 cbook.py:720(Sorter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2033(LineStart)
        1    0.000    0.000    0.000    0.000 legend_handler.py:158(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 scale.py:314(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:220(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 ast.py:206(Backquote)
        1    0.000    0.000    0.000    0.000 cbook.py:318(silent_list)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2057(Toplevel)
        1    0.000    0.000    0.000    0.000 _exceptions.py:46(SAXParseException)
        1    0.000    0.000    0.000    0.000 httplib.py:1276(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:174(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 tz.py:152(_ttinfo)
        1    0.000    0.000    0.000    0.000 urllib.py:1000(addinfourl)
        1    0.000    0.000    0.000    0.000 urllib2.py:533(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 urllib2.py:1308(FileHandler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2744(Optional)
        1    0.000    0.000    0.000    0.000 rcsetup.py:129(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 dates.py:400(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 scale.py:338(InvertedSymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 patches.py:1654(_Base)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2893(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1408(FunctionCodeGenerator)
        1    0.000    0.000    0.000    0.000 widgets.py:353(CheckButtons)
        1    0.000    0.000    0.000    0.000 patches.py:3305(BracketB)
        1    0.000    0.000    0.000    0.000 ast.py:281(CallFunc)
        1    0.000    0.000    0.000    0.000 dates.py:901(MonthLocator)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 core.py:728(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2148(WordEnd)
        1    0.000    0.000    0.000    0.000 pycodegen.py:1323(InteractiveCodeGenerator)
        1    0.000    0.000    0.000    0.000 patches.py:3166(_Bracket)
        1    0.000    0.000    0.000    0.000 font_manager.py:344(FontEntry)
        1    0.000    0.000    0.000    0.000 npyio.py:82(BagObj)
        1    0.000    0.000    0.000    0.000 dates.py:219(strpdate2num)
        1    0.000    0.000    0.000    0.000 info.py:119(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        6    0.000    0.000    0.000    0.000 core.py:768(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:3328(BarAB)
        1    0.000    0.000    0.000    0.000 rcsetup.py:314(ValidateInterval)
        1    0.000    0.000    0.000    0.000 pyparsing.py:239(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 utils.py:1364(WarningMessage)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 pyassem.py:587(LineAddrTable)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2517(Label)
        1    0.000    0.000    0.000    0.000 patches.py:3535(Wedge)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:275(VPacker)
        1    0.000    0.000    0.000    0.000 mathtext.py:350(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 Tkinter.py:340(BooleanVar)
        1    0.000    0.000    0.000    0.000 version.py:32(Version)
        1    0.000    0.000    0.000    0.000 units.py:48(AxisInfo)
        1    0.000    0.000    0.000    0.000 dates.py:140(_UTC)
        1    0.000    0.000    0.000    0.000 ticker.py:264(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ast.py:23(Node)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        1    0.000    0.000    0.000    0.000 scale.py:126(Log10Transform)
        1    0.000    0.000    0.000    0.000 info.py:131(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 collections.py:784(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 ticker.py:1357(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 polynomial.py:19(RankWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        3    0.000    0.000    0.000    0.000 core.py:783(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:34(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 tz.py:701(tzical)
        1    0.000    0.000    0.000    0.000 numeric.py:2497(errstate)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 urllib2.py:1226(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 threading.py:1056(_Timer)
        1    0.000    0.000    0.000    0.000 ast.py:757(Keyword)
        1    0.000    0.000    0.000    0.000 cbook.py:869(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 ast.py:387(Decorators)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 visitor.py:65(ExampleASTVisitor)
